Street,Area,City,Price,Alicuota,sqms,sqm_cov,Rooms,Toilets,Garages,Url,PricePerSqm,lat,lng
,Norte de Quito,Quito,350,['0'],150,['150'],['3'],['1'],['1'],https://www.plusvalia.com/propiedades/departamento-en-arriendo-ponceano-norte-57711721.html,2.3333333333333335,-0.3122637,-78.54190489999999
La Carolina ,La Carolina,Quito,800,['180'],140,['140'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/rau-renta-amoblado-lujoso-y-amplio-departamento-en-el-57867607.html,5.714285714285714,-0.1854961,-78.4837189
,Cumbayá,Quito,950,['226'],155,['150'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/departamento-de-renta-en-cumbaya-57732241.html,6.129032258064516,-0.2107252,-78.44108949999999
Pasaje Almeida,Conocoto,Quito,480,['1'],250,['250'],['5'],['2'],['1'],https://www.plusvalia.com/propiedades/departamento-duplex-de-5-dorm.-en-renta-conocoto-57729917.html,1.92,-0.2899525,-78.48574219999999
lomas de monteserrin,Norte de Quito,Quito,630,['0'],99,['99'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/se-arrienda-departamento-no-aceptan-mascota-sector-57828883.html,6.363636363636363,-0.1589222,-78.4542578
La coruña ,González Suárez,Quito,1650,['350'],260,['260'],['3'],['3'],['4'],https://www.plusvalia.com/propiedades/en-renta-lujoso-departamento-semi-amoblado-57924011.html,6.346153846153846,-0.1955935,-78.4803367
JARDINES DEL BATAN ,El Batán,Quito,740,['150'],150,['150'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/arriendo-departamento-amplio-familiar-jardines-del-57695079.html,4.933333333333334,-0.1711415,-78.4688006
UDLA GRANADOS,Centro Norte,Quito,600,['1'],120,['120'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/renta-alquiler-departamento-centro-norte-udla-av-57744861.html,5.0,-0.1680514,-78.47278089999999
USFQ,Cumbayá,Quito,1200,['1'],124,['102'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/yoo-cumbaya-departamento-2-dorm.-en-arriendo-usfq-57741088.html,9.67741935483871,-0.19689,-78.4357443
,Norte de Quito,Quito,550,['0'],170,['170'],['4'],['2'],['1'],https://www.plusvalia.com/propiedades/departamento-en-arriendo-la-republica-norte-58011123.html,3.235294117647059,-0.3122637,-78.54190489999999
,Centro Norte,Quito,750,['0'],90,['80'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/republica-del-salvador-arriendo-dpto.-moderno-2-57869328.html,8.333333333333334,-0.1775545,-78.4862109
Cumbayá,Cumbayá,Quito,880,['50'],200,['200'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/departamento-en-alquiler-cumbaya-sin-muebles-57816330.html,4.4,-0.1806532,-78.4678382
Antonio Salguero,El Batán,Quito,1100,['150'],254,['254'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/re-max-platinum-renta-amplio-dpto-de-254-m-sup2--3-57788038.html,4.330708661417323,-0.1952443,-78.4315939
CONDADO QUITO,El Condado,Quito,700,['0'],280,['270'],['5'],['4'],['2'],https://www.plusvalia.com/propiedades/rento-dpto-dentro-urb.-condado-700-incluye-alicuota-58002883.html,2.5,-0.1054104,-78.5133372
tumbaco,Tumbaco,Quito,750,['50'],130,['100'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/tumbaco-rendo-departamento-de-2-hb-cerca-scala-57994000.html,5.769230769230769,-0.210691,-78.39559860000001
,Centro Norte,Quito,720,['0'],160,['140'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/rento-amplio-departamento-3-dorm.-160-m-sup2--sector-57792898.html,4.5,-0.1775545,-78.4862109
Naciones unidas y amazonas,Centro Norte,Quito,550,['0'],42,['42'],['1'],['1'],['1'],https://www.plusvalia.com/propiedades/rento-suite-tipo-estudio-edificio-one-57768944.html,13.095238095238095,-0.1757407,-78.4854979
La Coruña,González Suárez,Quito,1300,['1'],145,['145'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/alquiler-arriendo-departamento-de-145-m-sup2--57763205.html,8.96551724137931,-0.1955935,-78.4803367
Quiteño Libre,Bellavista,Quito,2500,['1'],475,['364'],['3'],['5'],['2'],https://www.plusvalia.com/propiedades/arriendo-departamento-duplex-de-lujo-364-m-sup2-57844802.html,5.2631578947368425,-0.1868275,-78.4758026
Colinas del Pichincha,Quito Tenis,Quito,1200,['1'],315,['230'],['4'],['3'],['2'],https://www.plusvalia.com/propiedades/-d-hermoso-departamento-de-lujo.-quito-tenis.-renta.-57829984.html,3.8095238095238093,-0.1688665,-78.5014759
Legarda,Norte de Quito,Quito,380,['0'],140,['140'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/legarda-departamento-140-m-sup2--2-habitaciones-57842574.html,2.7142857142857144,-0.1206795,-78.5090989
Jose Luis Tamayo,Centro Norte,Quito,635,['105'],132,['132'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/12-de-octubre-dpt-amoblado-3-habitaciones-1parqueo-57732236.html,4.8106060606060606,-0.2064867,-78.4897609
Clinica Pateur,Centro Norte,Quito,570,['84'],84,['84'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/rento-departamento-2-dorm-clinica-pasteur-57755980.html,6.785714285714286,-0.1936413,-78.4908888
MONTESERRIN,Monteserrín,Quito,630,['100'],96,['96'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/monteserrin-en-renta-lindo-departamento-de-2-57823031.html,6.5625,-0.1806532,-78.4678382
RIO COCA,Centro Norte,Quito,450,['1'],90,['90'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/rento-departamento-excelente-ubicacion-57823647.html,5.0,-0.1631963,-78.4764345
,Monteserrín,Quito,690,['150'],220,['220'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/departamento-amplio-bromelias-57838058.html,3.1363636363636362,-0.1567987,-78.46240639999999
,Centro Norte,Quito,710,['0'],90,['80'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/republica-del-salvador-arriendo-dpto.-moderno-2-57869286.html,7.888888888888889,-0.1775545,-78.4862109
,Centro Norte,Quito,520,['0'],87,['87'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/rento-departamento-3-dorm.-sector-hospital-57841126.html,5.977011494252873,-0.1775545,-78.4862109
Cumbaya,Cumbayá,Quito,700,['123'],98,['98'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/cumbaya-santa-lucia-alta-se-renta-departamento-de-57635178.html,7.142857142857143,-0.1806532,-78.4678382
CALLE JUAN PROCEL,El Condado,Quito,450,['0'],139,['139'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/rento-hermoso-departamento-sector-condado-juan-57739262.html,3.237410071942446,-0.1067638,-78.5052894
Antonio de la Gama y Vaca de Castro,San Carlos,Quito,460,['0'],200,['200'],['4'],['2'],['1'],https://www.plusvalia.com/propiedades/rento-departamento-duplex-en-460-usd.-57928799.html,2.3,-0.1291454,-78.5004525
Av. González Suárez,González Suárez,Quito,1400,['170'],135,['122'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/gonzalez-suarez-edif.-olympus-rento-apartamento-2-57715682.html,10.37037037037037,-0.1977763,-78.4791307
Yoo Cumbaya,Cumbayá,Quito,1200,['0'],100,['100'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/rento-departamento-a-estrenar-2-dorm-yoo-cumbaya-57920496.html,12.0,-0.1947159,-78.43792239999999
,Centro Norte,Quito,500,['0'],102,['92'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/departamento-de-renta-2-dorm.-sector-12-de-octubre-57840769.html,4.901960784313726,-0.1775545,-78.4862109
,Centro Norte,Quito,2500,['0'],327,['273'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/tener-a-quito-a-tus-pies-vivir-una-experiencia-unica.-57801103.html,7.6452599388379205,-0.1775545,-78.4862109
,Monteserrín,Quito,1500,['0'],268,['268'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/departamento-en-renta-lomas-monteserrin-amoblado-57703723.html,5.597014925373134,-0.1567987,-78.46240639999999
REPÚBLICA DEL SALVADOR,La Carolina,Quito,900,['120'],160,['160'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/departamento-en-arriendo-3hab-sector-la-carolina-57778881.html,5.625,-0.1800651,-78.47982309999999
,Centro Norte,Quito,900,['0'],205,['170'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/jas-arriendo-departamento-grande-eloy-alfaro-gaspar-de-57924015.html,4.390243902439025,-0.1775545,-78.4862109
SUIZA Y CHECOSLOVAQUIA,Centro Norte,Quito,700,['0'],90,['90'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/2-dorm-amoblado-republica-de-el-salvador-$700-57855664.html,7.777777777777778,-0.186436,-78.48170259999999
RIcardo Sáenz,Monteserrín,Quito,890,['128'],176,['159'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/re-max-futuro-vende-o-renta-dpto-3d-lomas-monteserrin-57768273.html,5.056818181818182,-0.1600755,-78.4561119
,Carcelén,Quito,320,['0'],80,['80'],['3'],['1'],['1'],https://www.plusvalia.com/propiedades/departamento-de-arriendo-sector-carcelen-57992786.html,4.0,-0.0875297,-78.4689224
QUITO AV GONZALEZ SUAREZ,González Suárez,Quito,1300,['1'],130,['130'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/me-sector-gonzalez-suarez-rento-lindo-departamento-57760457.html,10.0,-0.1977763,-78.4791307
GONZALEZ SUAREZ,Centro Norte,Quito,1000,['1'],105,['105'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/arriendo-excelente-departamento-amoblado-piscina-57828092.html,9.523809523809524,-0.197548,-78.4801671
Murialdo,Norte de Quito,Quito,560,['60'],115,['110'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/arriendo-hermoso-departamento-57752616.html,4.869565217391305,-0.1313664,-78.4818365
Arriendo Departamento DE Lujo  DE 248.55 m2 NO Amoblado,González Suárez,Quito,1600,['404'],254,['248'],['3'],['4'],['3'],https://www.plusvalia.com/propiedades/gonzalez-suarez-coruna-arriendo-departamento-de-57847070.html,6.299212598425197,-0.1806532,-78.4678382
pampite,Cumbayá,Quito,1000,['50'],300,['120'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/departamento-de-arriendo-cumbaya-cerca-a-la-usfq-57767136.html,3.3333333333333335,-0.1993544,-78.483132
,Cumbayá,Quito,1500,['250'],350,['200'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/cumbaya-hermoso-departamento-57770231.html,4.285714285714286,-0.2107252,-78.44108949999999
Avigiras ,Amagasí,Quito,280,['1'],100,['100'],['2'],['1'],['0'],https://www.plusvalia.com/propiedades/departamento-2-dorm.-sector-el-eden-57769889.html,2.8,-0.1377725,-78.4641989
La Colon,Centro Norte,Quito,550,['0'],140,['140'],['4'],['2'],['1'],https://www.plusvalia.com/propiedades/arriendo-departamento-3-dorm.-estudio-la-colon-57851683.html,3.9285714285714284,-0.171063,-78.47845269999999
,El Bosque ,Quito,830,['160'],310,['250'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/departamento-de-renta-3-dorm.-colinas-del-pichincha-57748019.html,2.6774193548387095,-0.1637022,-78.4993452
quito bellavista,Bellavista,Quito,1030,['1'],135,['135'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/me-sector-bellavista-se-renta-hermoso-departamento-57924078.html,7.62962962962963,-0.1817274,-78.4754603
ELIALIUT Y EL CONDOR ,Norte de Quito,Quito,680,['80'],160,['120'],['3'],['3'],['1'],https://www.plusvalia.com/propiedades/departamento-de-3-dorm.-en-planta-baja-con-terrazas-57919475.html,4.25,-0.1589717,-78.4888738
República y Grecia,Centro Norte,Quito,500,['15'],135,['120'],['3'],['1'],['1'],https://www.plusvalia.com/propiedades/arriendo-departamento-de-3-habitaciones-con-terraza-57762263.html,3.7037037037037037,-0.1806532,-78.4678382
AV PORTUGAL Y REPUBLICA DEL SALVADOR,La Carolina,Quito,1200,['160'],180,['180'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/departamento-3-hab-vacio-en-renta-sector-la-carolina-57781129.html,6.666666666666667,-0.18135,-78.4803653
,Norte de Quito,Quito,320,['10'],65,['65'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/departamento-en-renta-sector-mastodontes-colegio-57910559.html,4.923076923076923,-0.3122637,-78.54190489999999
MIRAVALLE 4,Cumbayá,Quito,900,['1'],155,['130'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/arriendo-bonito-depto-de-2-dorm.-miravalle-57828330.html,5.806451612903226,-0.191618,-78.4432006
,Norte de Quito,Quito,400,['50'],150,['150'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/arriendo-departamento-de-2-dorm.-sector-kennedy-57726030.html,2.6666666666666665,-0.3122637,-78.54190489999999
REPUBLICA DEL SALVADOR,Centro Norte,Quito,500,['1'],60,['60'],['0'],['1'],['1'],https://www.plusvalia.com/propiedades/suite-totalmente-amoblada-de-renta-republica-del-57858208.html,8.333333333333334,-0.1816018,-78.48028
,Centro Norte,Quito,470,['0'],76,['76'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/rento-dpto-2-dorm-mas-estudio-alpallana-470-dolares-57853605.html,6.184210526315789,-0.1775545,-78.4862109
Gonzalez Suárez,Centro Norte,Quito,830,['160'],95,['85'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/departamento-en-alquiler-amueblado-gonzalez-suarez-57816442.html,8.736842105263158,-0.197548,-78.4801671
Monteserrin ,Monteserrín,Quito,550,['1'],120,['120'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/departamento-de-alquiler-sector-monteserrin-3-dorm.-57855763.html,4.583333333333333,-0.1567987,-78.46240639999999
San juan,Cumbayá,Quito,1200,['1'],152,['138'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/llamar-0-9-9-3-3-1-9-6-3-5-cumbaya-san-juan-$1200-57790899.html,7.894736842105263,-0.2038414,-78.4496168
,Centro Norte,Quito,580,['1'],96,['96'],['4'],['3'],['1'],https://www.plusvalia.com/propiedades/se-renta-departamento-sector-iglesia-de-la-paz-57914984.html,6.041666666666667,-0.1775545,-78.4862109
,Centro Norte,Quito,1000,['80'],400,['263'],['4'],['3'],['1'],https://www.plusvalia.com/propiedades/renta-amplio-departamento-4h.-terraza-posterior-57818795.html,2.5,-0.1775545,-78.4862109
,Centro Norte,Quito,430,['0'],115,['110'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/dpto-sector-la-y-110-m-sup2-57909701.html,3.739130434782609,-0.1775545,-78.4862109
Eloy alfaro y guillermo mena,Norte de Quito,Quito,420,['2'],120,['120'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/departamento-de-3-dorm.-sector-solca-57923271.html,3.5,-0.1806532,-78.4678382
10 de Agosto,Norte de Quito,Quito,300,['50'],100,['100'],['3'],['1'],['0'],https://www.plusvalia.com/propiedades/10-de-agosto-se-renta-departamento-57833660.html,3.0,-0.1884833,-78.4921167
Av. Republica de El Salvador ,La Carolina,Quito,620,['100'],92,['85'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/elegante-apartamento-amoblado-sector-republica-de-el-57819534.html,6.739130434782608,-0.1816018,-78.48028
Gonzalez Suarez,González Suárez,Quito,750,['0'],174,['174'],['3'],['3'],['0'],https://www.plusvalia.com/propiedades/rento-departamento-en-gonzalez-suarez-y-bosmediano-57788674.html,4.310344827586207,-0.197548,-78.4801671
,Centro Norte,Quito,650,['1'],140,['120'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/departamento-en-renta-3-d-2-parq-union-nacional-57985945.html,4.642857142857143,-0.1775545,-78.4862109
pio jaramillo tumbaco,Tumbaco,Quito,600,['70'],150,['130'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/arriendo-departamento-en-la-morita-tumbaco-57809000.html,4.0,-0.2123214,-78.3842736
LA CORUÑA,González Suárez,Quito,2250,['450'],300,['300'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/departamento-amplio-en-renta-300-m-sup2--la-coruna-57752250.html,7.5,-0.1955935,-78.4803367
Cosmopolitan Suites,La Carolina,Quito,600,['80'],60,['60'],['1'],['1'],['1'],https://www.plusvalia.com/propiedades/suite-de-venta-y-renta-amoblada-republica-del-salvador-57775376.html,10.0,-0.182055,-78.4812431
Quito,Centro Norte,Quito,550,['0'],50,['50'],['2'],['1'],['0'],https://www.plusvalia.com/propiedades/departamento-centro-norte-57711315.html,11.0,-0.3122637,-78.54190489999999
,Norte de Quito,Quito,750,['0'],110,['110'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/departamento-en-arriendo-republica-del-salvador-57723380.html,6.818181818181818,-0.3122637,-78.54190489999999
,Ponceano,Quito,375,['1'],99,['88'],['2'],['1'],['1'],https://www.plusvalia.com/propiedades/departamento-en-ponceano-alto-57816697.html,3.787878787878788,-0.1212732,-78.4894015
Alonso de Torres,El Bosque ,Quito,600,['124'],145,['135'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/gestion-inmobiliaria-renta:-bonito-departamento-en-57752346.html,4.137931034482759,-0.1652083,-78.496781
La Florida,Norte de Quito,Quito,250,['0'],70,['70'],['1'],['1'],['0'],https://www.plusvalia.com/propiedades/arriendo-departamento-amoblado-en-av-la-florida-57725102.html,3.5714285714285716,-0.143628,-78.4943735
California Alta,Norte de Quito,Quito,380,['1'],100,['100'],['3'],['3'],['1'],https://www.plusvalia.com/propiedades/rento-departamento-sector-california-alta-57814467.html,3.8,-0.1481062,-78.4629315
Calle V,El Condado,Quito,400,['80'],136,['115'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/arriendo-hermoso-departamento-urbanizacion-el-condado-57730258.html,2.9411764705882355,-0.1052501,-78.5068787
Ponceano Alto ,Ponceano,Quito,400,['30'],120,['100'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/arriendo-bello-departamento-sector-ponceano-58009321.html,3.3333333333333335,-0.09807339999999999,-78.4840741
10 DE AGOSTO Y JUAN GALINDEZ,La Carolina,Quito,430,['70'],70,['70'],['2'],['1'],['1'],https://www.plusvalia.com/propiedades/en-renta-departamento-semi-amoblado-57698587.html,6.142857142857143,-0.1884833,-78.4921167
,Iñaquito Alto,Quito,600,['0'],85,['85'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/departamento-de-renta-sector-inaquito-57738969.html,7.0588235294117645,-0.1728849,-78.50502689999999
QUITO TENIS,Centro Norte,Quito,3500,['1'],700,['600'],['3'],['4'],['2'],https://www.plusvalia.com/propiedades/lujoso-penthouse-amoblado-de-arriendo-57731434.html,5.0,-0.1659935,-78.4936632
GRANDA CENTENO,Granda Centeno,Quito,550,['115'],124,['100'],['2'],['1'],['1'],https://www.plusvalia.com/propiedades/departamento-de-arriendo-sector-granda-centeno-57996590.html,4.435483870967742,-0.1728797,-78.4965043
Redondel el ciclista,Monteserrín,Quito,600,['1'],85,['85'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/departamento-de-alquiler-sector-el-ciclista-2-dorm.-57798216.html,7.0588235294117645,-0.163083,-78.46285990000001
Carlos Tamayo y 6 de Diciembre,Centro Norte,Quito,580,['1'],86,['86'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/departamento-de-2-dorm.-en-renta-en-carlos-tamayo-y-6-57729721.html,6.744186046511628,-0.1807367,-78.4788793
,El Bosque ,Quito,700,['0'],93,['93'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/departamento-en-arriendo-venta-conjunto-cerrado-el-57825034.html,7.526881720430108,-0.1637022,-78.4993452
,La Carolina,Quito,1750,['0'],180,['180'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/departamento-en-renta-republica-del-salvador-57711314.html,9.722222222222221,-0.1854961,-78.4837189
,Centro Norte,Quito,1400,['0'],157,['140'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/una-experiencia-unica-con-un-vista-expectacular-57813517.html,8.9171974522293,-0.1775545,-78.4862109
,Centro Norte,Quito,715,['135'],75,['75'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/la-republica-del-salvador-rento-lujoso-dpto-2-hab-57731644.html,9.533333333333333,-0.1775545,-78.4862109
,El Bosque ,Quito,1500,['0'],300,['300'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/se-arrienda-casa-sector-el-bosque-57834730.html,5.0,-0.1637022,-78.4993452
La Carolina,La Carolina,Quito,740,['160'],110,['110'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/la-carolina-dpto-110-m-sup2-57924646.html,6.7272727272727275,-0.1854961,-78.4837189
Ponceano,Ponceano,Quito,450,['0'],120,['120'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/amplio-y-moderno-departamento-en-renta-57718036.html,3.75,-0.1212732,-78.4894015
republica del salvador,La Carolina,Quito,650,['100'],110,['110'],['0'],['0'],['0'],https://www.plusvalia.com/propiedades/hermoso-departamento-en-la-republica-del-salvador-57766467.html,5.909090909090909,-0.1800651,-78.47982309999999
Real Audiencia ,Norte de Quito,Quito,360,['30'],95,['86'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/arriendo-departamento-sector-norte-ponceano-57799700.html,3.789473684210526,-0.3165028,-78.39387649999999
Norte,El Bosque ,Quito,1200,['215'],270,['270'],['4'],['3'],['3'],https://www.plusvalia.com/propiedades/inmobusiness-vende-departamento-de-oportunidad-quito-57789968.html,4.444444444444445,-0.1637022,-78.4993452
Eloy Alfaro y Carlos Tobar,La Carolina,Quito,400,['87'],100,['80'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/sector-carolina-departamento-2-dorm.-57722322.html,4.0,-0.1903657,-78.4849278
,Centro Norte,Quito,350,['0'],60,['60'],['2'],['1'],['1'],https://www.plusvalia.com/propiedades/departamento-en-arriendo-la-floresta-centro-norte-57906767.html,5.833333333333333,-0.1775545,-78.4862109
Eloy Alfaro y Shyris,Centro Norte,Quito,550,['1'],110,['90'],['0'],['2'],['1'],https://www.plusvalia.com/propiedades/departamento-en-renta-quito-cerca-a-la-shyrys-57798688.html,5.0,-0.1889964,-78.48272209999999
WHIMPER,Centro Norte,Quito,900,['280'],268,['240'],['2'],['3'],['2'],https://www.plusvalia.com/propiedades/whimper-rento-amplio-departamento-con-vista-57928409.html,3.3582089552238807,-0.1806532,-78.4678382
,Norte de Quito,Quito,1100,['0'],150,['150'],['3'],['3'],['1'],https://www.plusvalia.com/propiedades/departamento-en-arriendo-republica-del-salvador-57909121.html,7.333333333333333,-0.3122637,-78.54190489999999
Estadio Olimpico,Centro Norte,Quito,580,['0'],86,['86'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/el-batan-departamento-86-m-sup2--2-habitaciones-2-57751656.html,6.744186046511628,-0.1775,-78.4766667
,Norte de Quito,Quito,500,['0'],90,['90'],['3'],['3'],['1'],https://www.plusvalia.com/propiedades/departamento-amoblado-en-arriendo-la-pampa-57813883.html,5.555555555555555,-0.3122637,-78.54190489999999
Tumbaco,Tumbaco,Quito,600,['1'],139,['105'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/lindo-departamento-de-arriendo-o-venta-en-tumbaco-57710005.html,4.316546762589928,-0.210691,-78.39559860000001
FRANCISCO DE ORELLANA N27,Norte de Quito,Quito,480,['80'],73,['73'],['2'],['1'],['1'],https://www.plusvalia.com/propiedades/sect-la-pradera-dpto-en-renta-dos-dorm.-73-m-sup2-57812414.html,6.575342465753424,-0.1806532,-78.4678382
Tumbaco,Tumbaco,Quito,600,['1'],120,['100'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/0-9-8-7-1-0-2-0-4-9-arriendo-tumbaco-departamento-57834793.html,5.0,-0.210691,-78.39559860000001
Sector Quito tenis,Centro Norte,Quito,1200,['170'],183,['183'],['3'],['3'],['3'],https://www.plusvalia.com/propiedades/departamento-de-3-hab-a-estrenar-sector-quito-tennis.-57811363.html,6.557377049180328,-0.163962,-78.4902484
carolina ,Centro Norte,Quito,750,['10'],110,['110'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/hermoso-departamento-2-ha-cada-uno-con-bano-sector-la-57729550.html,6.818181818181818,-0.1854961,-78.4837189
BOSMEDIANO Y GONZALEZ SUAREZ ,Bellavista,Quito,550,['88'],70,['70'],['1'],['1'],['1'],https://www.plusvalia.com/propiedades/bellavista-se-renta-comodo-departamento-57838764.html,7.857142857142857,-0.1880573,-78.4768993
Naula y Machala ,El Pinar,Quito,550,['0'],215,['200'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/rento-dpto-220-m-remodelado-3-dorm.-sector-la-florida-57725683.html,2.558139534883721,-0.1409418,-78.4982369
,Centro Norte,Quito,360,['64'],87,['75'],['2'],['1'],['1'],https://www.plusvalia.com/propiedades/arriendo-departamento-2-dorm.-gaspar-de-villarroel.-57838311.html,4.137931034482759,-0.1775545,-78.4862109
,Centro Norte,Quito,800,['0'],100,['85'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/reto-departamento-de-2-dorm.-amoblado-58009336.html,8.0,-0.1775545,-78.4862109
GRANADOS ,Norte de Quito,Quito,650,['0'],140,['100'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/departamento-cerca-a-la-udla-de-tres-dorm.-57850724.html,4.642857142857143,-0.1669476,-78.4704671
AV 6 DE DICIEMBRE Y PAUL RIVET,Centro Norte,Quito,550,['0'],80,['80'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/2-dorm.-amoblado-la-paz-$550-mariela-57800067.html,6.875,-0.1963987,-78.4831054
Las Hiedras y Granados,Centro Norte,Quito,525,['125'],145,['115'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/departamento-3-dorm.-junto-al-outlet-y-la-udla-centro-57792701.html,3.6206896551724137,-0.1678631,-78.47521909999999
,Centro Norte,Quito,800,['0'],120,['120'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/rento-departamento-120-m-sup2--3-dorm.-sector-whymper-57799943.html,6.666666666666667,-0.1775545,-78.4862109
Parque central de cumbaya,Cumbayá,Quito,980,['1'],140,['105'],['1'],['1'],['1'],https://www.plusvalia.com/propiedades/alquilo-loft-cerca-al-parque-de-cumbaya-57740929.html,7.0,-0.1806532,-78.4678382
,Norte de Quito,Quito,400,['0'],170,['170'],['3'],['2'],['0'],https://www.plusvalia.com/propiedades/departamento-en-arriendo-rio-coca-norte-57799737.html,2.3529411764705883,-0.3122637,-78.54190489999999
Av. de los Shirys y Rusia,Centro Norte,Quito,850,['0'],80,['60'],['1'],['1'],['1'],https://www.plusvalia.com/propiedades/departamento-centro-norte-57929938.html,10.625,-0.1868828,-78.4829412
Cumbaya,Cumbayá,Quito,1400,['200'],160,['160'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/vendo-arriendo-espectacular-departamento-cumbaya-57816701.html,8.75,-0.1806532,-78.4678382
GONZALES SUAREZ ,González Suárez,Quito,2200,['350'],214,['214'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/departamento-en-renta-o-venta-gonzalez-suarez-57754486.html,10.280373831775702,-0.197548,-78.4801671
10 de agosto e Isabel Tovar,Centro Norte,Quito,380,['20'],68,['68'],['2'],['1'],['0'],https://www.plusvalia.com/propiedades/en-renta-bonito-departamento-57923412.html,5.588235294117647,-0.1884833,-78.4921167
Gonzáles Suárez y Muros,González Suárez,Quito,1500,['300'],226,['226'],['3'],['4'],['2'],https://www.plusvalia.com/propiedades/av-gonzalez-suarez.-hermso-amplio-departamento-57738282.html,6.6371681415929205,-0.202172,-78.48066589999999
